"Store_Name","Longitude","Latitude","Address","Address Line #2","City","State","Zip5","Zip4","County"
"Dar Gamil Deli &Grocery","-73.831573","40.699814","11802 Jamaica Ave","","Richmond Hill","NY","11418","2509","QUEENS"
"Fleetwood Grocery Corp","-73.835564","40.926147","581 Gramatan Ave","","Mount Vernon","NY","10552","2117","WESTCHESTER"
"A & M Mini Market Inc","-73.857018","40.732452","9910 63rd Rd","","Rego Park","NY","11374","1940","QUEENS"
"Baishaki Grocery Inc","-73.977249","40.638126","209 Cortelyou Rd","","Brooklyn","NY","11218","4511","KINGS"
"S.N.A. Finest Deli &Grocery Corp","-74.013542","40.645428","5119 4th Ave","","Brooklyn","NY","11220","1815","KINGS"
"Farhan Grocery & Halal Meat","-73.893982","40.750858","7211 35th Ave","","Jackson Heights","NY","11372","4005","QUEENS"
"La Pequena Grocery And Deli Corp","-74.000008","40.615452","7505 New Utrecht Ave","","Brooklyn","NY","11214","1019","KINGS"
"Medusa General Store","-74.130966","42.436798","6 Red Barn Ln","","Medusa","NY","12120","1913","ALBANY"
"Los Primos Mini Market Inc","-73.926979","40.833839","1050 Woodycrest Ave","","Bronx","NY","10452","5204","BRONX"
"Diganta Grocery Inc","-73.974205","40.638428","509 Cortelyou Rd","","Brooklyn","NY","11218","4604","KINGS"
"Red Wings Deli Inc","-77.631226","43.164631","243 Lyell Ave","","Rochester","NY","14608","1320","MONROE"
"Sana Mini Mart","-78.878677","42.963108","2411 Elmwood Ave","","Buffalo","NY","14217","2301","ERIE"
"New Cassel Farmers Market","-73.567604","40.762199","212 Garden St","First Baptist Cathedral Parking Lot","Westbury","NY","11590","","NASSAU"
"545 Gourmet Deli Corp","-73.949394","40.696426","545 Marcy Avenue","","Brooklyn","NY","11206","","KINGS"
"La Tropical Market","-73.262268","40.757336","1617 5th Ave","","Bay Shore","NY","11706","3415","SUFFOLK"
"Eatwell Bakery & Restaurant, Inc. N/A","-73.852715","40.839226","1658 Castle Hill Ave","","Bronx","NY","10462","4233","BRONX"
"Sam's Mart","-73.903214","41.70842","174 Innis Ave","","Poughkeepsie","NY","12601","2846","DUTCHESS"
"Lantigua's Market Corp","-73.94458","40.705376","92 Manhattan Ave","","Brooklyn","NY","11206","2501","KINGS"
"Lew's Tobacco And More","-73.586143","43.268513","138 Broadway","","Fort Edward","NY","12828","1719","WASHINGTON"
"1040 SHERMAN AVE SUPERMKT INC","-73.917931","40.830242","1040 Sherman Ave","","Bronx","NY","10456","5703","BRONX"
"Checo Food Corp","-73.936516","40.637016","4201 Farragut Rd","","Brooklyn","NY","11203","6517","KINGS"
"Valley Hut Convenience Store","-73.696442","40.668026","104 Rockaway Ave","","Valley Stream","NY","11580","5839","NASSAU"
"Green Village USA Inc","-73.814346","40.765228","15019 Northern BLVD","","Flushing","NY","11354","3891","QUEENS"
"Last Minute Stuff","-73.904701","40.701111","819B Seneca Ave","","Ridgewood","NY","11385","4817","QUEENS"
"Kris & Bella Store Inc","-73.924377","42.823849","1685 Van Vranken Ave","","Schenectady","NY","12308","1919","SCHENECTADY"
"46 Food Corp","-73.918945","40.742199","4560 46th St","","Woodside","NY","11377","5228","QUEENS"
"Guy Lombardo Food Center Inc.","-73.58313","40.646328","305 Guy Lombardo Ave","","Freeport","NY","11520","4946","NASSAU"
"AK Gourmet Market Corp DBA Stop 1 Deli","-73.989952","40.7127","201 Madison St","","New York","NY","10002","7551","NEW YORK"
"Central Super Market Corp","-73.928947","40.700195","112 Central Ave","","Brooklyn","NY","11221","2720","KINGS"
"La Linda Deli Grocery","-73.916","40.658195","1157 Willmohr St","","Brooklyn","NY","11212","3201","KINGS"
"7 Eleven 11278G","-77.73233","43.164478","720 Elmgrove Rd","","Rochester","NY","14606","4366","MONROE"
"Papolo Grocery Deli Corp","-73.886887","40.93924","217 Ashburton Avenue","","Yonkers","NY","10701","3247","WESTCHESTER"
"Rodriguez Deli Corp","-73.420395","40.833534","150 W Hills Rd","","Huntington Station","NY","11746","3140","SUFFOLK"
"Arcadio Peguero Fruits And Vegetables GC","-73.952888","40.805973","183 Saint Nicholas Ave","","New York","NY","10026","1201","NEW YORK"
"The Wizard Of Oz Deli And Grocery Inc","-73.675964","40.707539","970 Hempstead Tpke","","Franklin Square","NY","11010","2531","NASSAU"
"Home Town Corner Mart","-79.039711","43.103191","1519 18th St","","Niagara Falls","NY","14305","2943","NIAGARA"
"You & Me M & L Grocery Inc.","-73.977989","40.598885","1996 W 6th St","","Brooklyn","NY","11223","2652","KINGS"
"FRESH FRUITS & GROCERY INC","-73.926811","40.762669","2901 Broadway","","Astoria","NY","11106","2954","QUEENS"
"Nino Deli Grocery Corp","-73.912651","40.844292","1629-31 Walton Ave","Store 2 (AKA 68 E 174th St)","Bronx","NY","10452","","BRONX"
"Star 1 Kemble Super Market","-75.241661","43.094238","1400 Kemble St","","Utica","NY","13501","4425","ONEIDA"
"ELIZA GROCERY CORP","-73.869926","40.67432","1060 Belmont Ave","","Brooklyn","NY","11208","3104","KINGS"
"AJ's Delights","-76.48243","42.479008","2255 N Triphammer Rd","Ste 1","Ithaca","NY","14850","1576","TOMPKINS"
"Lalitpur Trading Inc","-73.962952","40.641846","1622 Cortelyou Rd","Ste 1","Brooklyn","NY","11226","5226","KINGS"
"Go-Gas Station","-78.757774","42.921333","930 George Urban Blvd","","Buffalo","NY","14225","4215","ERIE"
"L L Farm Corp.","-73.834442","40.763889","13339 35th Ave","","Flushing","NY","11354","2712","QUEENS"
"Chef In The Deli Corp","-73.927269","40.680721","225 Chauncey St","","Brooklyn","NY","11233","2114","KINGS"
"Broadway Deli","-77.628777","43.160706","752 W Broad St","","Rochester","NY","14608","1538","MONROE"
"Stokrotka Deli","-74.088989","41.109959","419 Route 59","Ste 1","Monsey","NY","10952","2857","ROCKLAND"
"Nyc Grocery Corp","-73.936401","40.849449","4234B Broadway","","New York","NY","10033","3737","NEW YORK"
"671 Big Apple Gourmet Corp","-73.945465","40.71151","671 Grand Street","","Brooklyn","NY","11211","","KINGS"
"Solvay Deli Inc","-76.226845","43.060005","2909 Milton Ave","Ste 1","Syracuse","NY","13209","2509","ONONDAGA"
"El Abanico Deli Grocery Corp","-73.901924","40.853165","214B E 180th St","","Bronx","NY","10457","2802","BRONX"
"U & H Deli Grocery Inc","-73.775536","40.680271","16819 Baisley Blvd","","Jamaica","NY","11434","2512","QUEENS"
"Psi Mid Atlantic Seafoods Inc.","-73.785187","40.672035","15220 Rockaway Blvd","","Jamaica","NY","11434","2868","QUEENS"
"Express Deli & Tobacco Corp","-73.942955","40.705975","132 Graham Ave","","Brooklyn","NY","11206","2621","KINGS"
"Fresh Stop Inc","-73.954674","40.732487","975 Manhattan Ave","","Brooklyn","NY","11222","1606","KINGS"
"Payless 99 Cents & Up Inc","-73.884506","40.842091","900 E Tremont Ave","","Bronx","NY","10460","4146","BRONX"
"Victory Bvld Quick Stop Inc","-74.080963","40.637192","149 Victory Bvld","","Staten Island","NY","10301","","RICHMOND"
"Lismar Deli Grocery Corp","-73.908905","40.844757","180 E 174th St","","Bronx","NY","10457","6955","BRONX"
"Garrattsville General Store","-75.171478","42.646843","940 Ct HWY 16","","Garrattsville","NY","13342","","OTSEGO"
"Souk El Shater","-73.921158","40.743649","4303 Queens Blvd","","Sunnyside","NY","11104","4642","QUEENS"
"7 Eleven Deli, Corp.","-73.86834","40.865379","674 Allerton Ave","","Bronx","NY","10467","7302","BRONX"
"Steakhouse Albany LLC","-73.713219","42.772205","211 Columbia St","","Cohoes","NY","12047","2310","ALBANY"
"Quick Start Convenience","-74.413315","41.464081","465 Route 17m","","Middletown","NY","10940","4528","ORANGE"
"JMC Food Mart Inc DBA Dhaka Food Bazar","-73.790436","40.711624","17116A Hillside Ave","","Jamaica","NY","11432","4549","QUEENS"
"Westbay Marketing Llc 106","-73.577744","40.74992","549 Old Country Rd","","Westbury","NY","11590","4509","NASSAU"
"Messerole's United Deli Grocery Corp","-73.939514","40.708363","232 Meserole St","","Brooklyn","NY","11206","2285","KINGS"
"Don Juan 99C Plus Corp DBA Mary's 99 Cents Plus","-73.898956","40.749874","6306 Broadway","","Woodside","NY","11377","2156","QUEENS"
"Main Street Farmers Market","-79.054169","43.107674","855 Niagara Ave","Municipal Parking Lot","Niagara Falls","NY","14305","2527","NIAGARA"
"A&c Gourmet Corp","-73.921165","40.81538","337 E 146th Street","","Bronx","NY","10451","5704","BRONX"
"Green Leaf","-73.955711","40.699852","184 Wallabout St","","Brooklyn","NY","11206","5418","KINGS"
"Myy Deli Corp.","-73.754539","40.713799","20513 Jamaica Ave","","Hollis","NY","11423","3039","QUEENS"
"860 Gourmet Deli Inc","-73.879059","40.667904","860 New Lots Ave","","Brooklyn","NY","11208","3621","KINGS"
"103 3rd Ave Deli Grocery Inc","-73.982201","40.683052","103 3rd Ave","","Brooklyn","NY","11217","2336","KINGS"
"Famous Grocery Inc","-73.978729","40.605026","315 Kings Hwy","","Brooklyn","NY","11223","1401","KINGS"
"SI Grocery & Deli Corp","-73.931358","40.693634","1082 Dekalb Ave","","Brooklyn","NY","11221","2306","KINGS"
"Finest Deli Corp","-73.80793","40.70116","9050 Sutphin Blvd","","Jamaica","NY","11435","4328","QUEENS"
"C & W Grocery Inc","-74.006653","40.627911","6603 11th Avenue","","Brooklyn","NY","11219","","KINGS"
"New Castle Grocery LLC","-73.850967","40.831413","1167 Castle Hill Ave","","Bronx","NY","10462","4830","BRONX"
"Urban Fresh Corp/Associated Supermarket","-73.753227","40.6045","2052 Mott Ave","","Far Rockaway","NY","11691","3302","QUEENS"
"Pateras Deli & Grocery Inc","-74.074974","40.62569","669 Bay St","","Staten Island","NY","10304","3828","RICHMOND"
"M&S Deli And Grocery Corp I","-73.946487","40.650913","3302 Church Ave","","Brooklyn","NY","11203","2712","KINGS"
"Azal Grocery Store Inc","-73.947632","40.814903","2480 Frederick Douglass Blvd","","New York","NY","10027","7700","NEW YORK"
"VLT Mini-market Inc","-73.88974","40.678387","2837 Fulton St","","Brooklyn","NY","11207","2609","KINGS"
"Bed Stey Food Center","-73.954727","40.687874","1053 Bedford Ave","","Brooklyn","NY","11216","1102","KINGS"
"Family Dollar 8600","-73.877319","42.215801","19 Maple Ave","","Catskill","NY","12414","1709","GREENE"
"Duane Reade 14431","-73.884239","40.74902","3766 82nd St","Ste 1","Jackson Heights","NY","11372","7033","QUEENS"
"Walgreens 12758","-73.851639","40.850773","1820 Williamsbridge Rd","","Bronx","NY","10461","6206","BRONX"
"Walgreens 11717","-72.865372","40.80164","863 Montauk Hwy","","Shirley","NY","11967","2111","SUFFOLK"
"JR 2121 Deli Grocery Corp","-73.889381","40.849308","2121 Belmont Ave","","Bronx","NY","10457","3541","BRONX"
"A & A Grocery Store Inc","-73.899147","40.668762","532 Sutter Ave","","Brooklyn","NY","11207","3929","KINGS"
"Second Avenue Food Mart Inc","-73.676781","42.775772","597 2nd Ave","","Troy","NY","12182","2530","RENSSELAER"
"Two Deli Corp","-73.896614","40.674408","140 Pennsylvania Ave","","Brooklyn","NY","11207","2427","KINGS"
"New York Mart Mott St., Inc.","-73.996628","40.718609","128 Mott St","","New York","NY","10013","","NEW YORK"
"Hometown Meats And Deli","-76.871613","43.083138","53 Columbia St","","Clyde","NY","14433","1316","WAYNE"
"370 North Avenue Deli","-73.784752","40.914745","370 North Ave","","New Rochelle","NY","10801","4164","WESTCHESTER"
"Plaza Food Market Corp","-73.927025","40.662228","980 Rutland Rd","","Brooklyn","NY","11212","1544","KINGS"
"Josmar Mini Market Corp","-73.907364","40.812931","775 E 149th St","","Bronx","NY","10455","4525","BRONX"
"Star Two Deli And Grocery","-73.844032","40.689636","10005 Atlantic Ave","Ste 1","Richmond Hill","NY","11418","2933","QUEENS"
"In & Out Food Market Inc.","-73.917152","40.8176","615 Melrose Ave","Frnt 1","Bronx","NY","10455","2629","BRONX"
"2381 Deli Supermarket Inc","-73.989456","40.599304","2381 86th St","","Brooklyn","NY","11214","4309","KINGS"
"Sinal Inc DBA Mini Mart","-73.859901","40.728985","9702 Queens Blvd","","Rego Park","NY","11374","3245","QUEENS"
"Kings 4th Ave Mobil DBA On the Run 2656140","-74.002388","40.656128","875 4th Ave","","Brooklyn","NY","11232","2103","KINGS"
"Nani Bala Family Inc","-73.829849","40.700279","12003A Jamaica Ave","","Richmond Hill","NY","11418","2522","QUEENS"
"Kings One Stop Mobil DBA On the Run 2656133","-73.934563","40.601196","2228 Gerritsen Ave","","Brooklyn","NY","11229","5627","KINGS"
"Kings Atlantic Mobil DBA On the Run 2656138","-73.953003","40.678864","1143 Atlantic Ave","","Brooklyn","NY","11216","2798","KINGS"
"Kings 84 Mobil DBA On the Run 2656134","-73.910088","40.637615","8401 Flatlands Ave","","Brooklyn","NY","11236","3507","KINGS"
"Kings Neptune Mobil DBA On the Run 2656136","-73.985687","40.578861","1702 Neptune Ave","","Brooklyn","NY","11224","2704","KINGS"
"7-Eleven 11154D","-73.539795","40.680752","1714 Newbridge Rd","","North Bellmore","NY","11710","1608","NASSAU"
"Dudley Food Corp","-75.235764","43.084991","405 James St","","Utica","NY","13501","5105","ONEIDA"
"Rockaway Express Super Deli & Grocery Inc","-73.818199","40.675911","11920 Rockaway Blvd","","South Ozone Park","NY","11420","2422","QUEENS"
"Great Neck Petroleum Corp","-73.7173","40.781734","595 Northern Blvd","","Great Neck","NY","11021","5103","NASSAU"
"Marigold Mini Mart Inc","-74.008408","40.646896","4623 5th Ave","","Brooklyn","NY","11220","1207","KINGS"
"New Matty's Five Stars Mini Mart Inc.","-73.81694","40.689014","12802 Liberty Avenue","","Richmond Hill","NY","11419","","QUEENS"
"Steven Market 2","-73.746552","42.639187","244 Broadway","","Rensselaer","NY","12144","2705","RENSSELAER"
"Morris Food Inc","-74.58802","41.72086","38 Camp Morris Rd","","Woodridge","NY","12789","5636","SULLIVAN"
"35 New Main Street Corp","-73.965706","41.196411","35 New Main St","","Haverstraw","NY","10927","1807","ROCKLAND"
"Samira Deli Grocery Corp","-73.925789","40.772221","2103 Astoria Blvd","","Astoria","NY","11102","2944","QUEENS"
"EXPRESS MART #306","-75.977333","42.116528","719 Main St","","Johnson City","NY","13790","1745","BROOME"
"Bryant Grocery Ny Corp","-73.886749","40.818916","869 Bryant Ave","","Bronx","NY","10474","5501","BRONX"
"Express Mart 337","-76.798325","42.085762","300 Maple Ave","","Elmira","NY","14904","1429","CHEMUNG"
"Fulton Food V Corp","-73.937614","40.679756","1591 Fulton St","","Brooklyn","NY","11213","1125","KINGS"
"Marona's Market Inc","-73.695564","41.784649","32 Front St","","Millbrook","NY","12545","5948","DUTCHESS"
"Beejaymats Inc - Sunoco On The Go","-73.930695","41.774605","4152 Albany Post Rd","","Hyde Park","NY","12538","1761","DUTCHESS"
"Deals 4695","-73.932358","40.857407","4469 Broadway","","New York","NY","10040","2603","NEW YORK"
"Dollar Tree 4703","-73.71843","42.605221","501 Columbia Tpke","Ste 1","Rensselaer","NY","12144","4565","RENSSELAER"
"North Tonawanda City Market","-78.869415","43.029278","216 Payne Ave","","North Tonawanda","NY","14120","5491","NIAGARA"
"Five Star Convenient Store Inc","-73.899796","40.745934","6402 Roosevelt Ave","","Woodside","NY","11377","3644","QUEENS"
"L.E.N. Deli Corp","-73.920029","40.683186","155 Howard Ave","","Brooklyn","NY","11233","1341","KINGS"
"Wyona Deli & Grocery Corp","-73.890884","40.663761","604 Wyona St","","Brooklyn","NY","11207","5804","KINGS"
"Jewel Of Flushing Rx Inc","-73.810844","40.730301","7035 Parsons Blvd","","Flushing","NY","11365","3049","QUEENS"
"Tops 452","-77.791466","43.28587","98 South Ave","","Hilton","NY","14468","1512","MONROE"
"VYJ Deli Grocery Corp","-73.915474","40.697227","545 Knickerbocker Ave","","Brooklyn","NY","11221","4709","KINGS"
"Xing Rong Grocery Inc.","-73.974434","40.650314","53-09 Fort Hamilton Pkwy","","Brooklyn","NY","11219","4036","KINGS"
"Pitkin Express Deli Inc","-73.880623","40.674168","2481 Pitkin Ave","","Brooklyn","NY","11208","2330","KINGS"
"CVS Pharmacy 8447","-73.781212","40.910309","222 North Ave","","New Rochelle","NY","10801","6402","WESTCHESTER"
"Mtr Grocery Corp.","-73.88279","40.853607","760 E 187th St","","Bronx","NY","10458","6808","BRONX"
"Quick Food Mart","-73.834381","40.687511","10902 101st Ave","","South Richmond Hill","NY","11419","1030","QUEENS"
"Leading Food Inc.","-73.957367","40.618904","1310 E 18th St","","Brooklyn","NY","11230","7502","KINGS"
"Hempstead Deals Inc","-73.524605","40.725014","3025 Hempstead Tpke","","Levittown","NY","11756","1332","NASSAU"
"Abn Grocery Deli Corp","-73.917931","40.83717","1289 Walton Ave","","Bronx","NY","10452","7803","BRONX"
"Verrelli's Market","-73.532227","40.872147","39 W Main St","","Oyster Bay","NY","11771","2215","NASSAU"
"MRA Mastic Inc  DBA/ 7 Eleven #39557A 39557A","-72.834061","40.802784","210 Mastic Beach Rd","","Mastic Beach","NY","11951","1022","SUFFOLK"
"Tu Casa Deli Grocery Inc","-73.950813","40.792477","29 E 104 St","","New York","NY","10029","4434","NEW YORK"
"Elmundo Every Day Inc","-73.94413","40.835442","4 Fort Washington Ave","","New York","NY","10032","4703","NEW YORK"
"Domingo's Grocery Deli","-73.90033","40.834026","1397 Franklin Ave","","Bronx","NY","10456","2401","BRONX"
"Fulton & Saratoga Deli Corp","-73.916603","40.678616","1961 Fulton St","","Brooklyn","NY","11233","3180","KINGS"
"Mount Vernon Fresh Connect Farmers Market","-73.838272","40.912727","1 Roosevelt Square","City Hall","Mount Vernon","NY","10550","","WESTCHESTER"
"Gabr Deli Grocery","-73.890656","40.672634","2218 Pitkin Ave","","Brooklyn","NY","11207","3619","KINGS"
"Price Chopper 234","-75.884644","42.168507","33 Chenango Bridge Rd","","Binghamton","NY","13901","1265","BROOME"
"50/50 Deli Grill & Grocery Corp","-73.874947","40.831272","1278 Morrison Ave","","Bronx","NY","10472","2702","BRONX"
"Stop II Organic & Grocery Store, Corp.","-73.967972","40.680069","585 Vanderbilt Ave","","Brooklyn","NY","11238","","KINGS"
"Parrot Coffee","-73.918831","40.743378","4515 Queens Blvd","","Sunnyside","NY","11104","2303","QUEENS"
"Satnam Stores Inc","-73.869316","40.856663","600 Pelham Pkwy S","","Bronx","NY","10462","1001","BRONX"
"J & S 339 Corp","-73.954826","40.70879","339 Keap St","","Brooklyn","NY","11211","","KINGS"
"M&M Meats","-78.260551","42.986568","3316 Pearl Street Rd","","Batavia","NY","14020","9572","GENESEE"
"Albany Food Corp I","-73.939011","40.674412","176 Albany Avenue","","Brooklyn","NY","11213","","KINGS"
"Tulcingo Grocery Corp","-73.862801","40.757702","10618 Northern Blvd","","Corona","NY","11368","1238","QUEENS"
"La Chiquita Karina Deli Grocery Corp","-73.795242","40.909225","238 Union Ave","","New Rochelle","NY","10801","5934","WESTCHESTER"
"Skyfoods Mart Inc - Elmhurst","-73.88443","40.739342","7955 Albion Ave","Store D","Elmhurst","NY","11373","3724","QUEENS"
"560 Deli Grocery Corp","-73.92012","40.652859","560 Remsen Ave","","Brooklyn","NY","11236","1029","KINGS"
"Sherman Golden Deli Grocery Corp","-73.923508","40.864529","144 Sherman Ave","","New York","NY","10034","4501","NEW YORK"
"Blue Nile Store","-73.709656","42.778282","10 Garner St","","Cohoes","NY","12047","2528","ALBANY"
"Isatu African Food Market Corp","-73.958557","40.669132","848 Franklin Ave","","Brooklyn","NY","11225","1320","KINGS"
"Save $ Plus","-78.82325","42.922619","912 E Delavan Ave","","Buffalo","NY","14215","3139","ERIE"
"LB Grocery Inc","-73.668022","42.785809","1 Northern Dr","","Troy","NY","12182","1841","RENSSELAER"
"Port Schuyler Citgo Inc","-73.705284","42.71257","607 Broadway","","Watervliet","NY","12189","3739","ALBANY"
"Heritage Meat Shop","-73.98764","40.71949","120 Essex St","Booth 36B","New York","NY","10002","","NEW YORK"
"Family Dollar 8677","-78.881096","43.020416","100 Niagara St","","Tonawanda","NY","14150","1104","ERIE"
"Greenfresh 2 Supermarket","-73.955757","40.690887","527 Dekalb Ave","","Brooklyn","NY","11205","4818","KINGS"
"Dollar General 13210","-74.422218","41.434357","65 Dolson Ave","","Middletown","NY","10940","6497","ORANGE"
"B & T Marlboro Pharmacy Inc","-73.977287","40.591995","2845 86th St","","Brooklyn","NY","11223","4634","KINGS"
"Trader Joe 559","-74.165771","40.590515","2385 Richmond Ave","","Staten Island","NY","10314","3906","RICHMOND"
"J W W Mini Store Inc.","-74.007469","40.6409","5221 7th Ave","","Brooklyn","NY","11220","2833","KINGS"
"Top Choice 99c","-73.946182","40.81171","2185 ADAM CLAYTON POWELL JR BLVD","","New York","NY","10027","1920","NEW YORK"
"Yogi Krupa 107 Inc","-73.8377","40.691429","10727 Atlantic Ave","","Richmond Hill","NY","11418","2260","QUEENS"
"Almadenah Halal Meat Market","-77.635292","43.164593","367 Lyell Ave","","Rochester","NY","14606","1633","MONROE"
"Quantum Knowledge LLC DBA European Foods","-72.664505","40.934933","637 Old Country Rd","","Riverhead","NY","11901","2103","SUFFOLK"
"South Road Deli Corp","-73.793678","40.699673","16224 South Rd","","Jamaica","NY","11433","1608","QUEENS"
"Fns Supermarket Inc/Associated Supermarket","-73.901039","40.905334","5686 Mosholu Ave","","Bronx","NY","10471","2411","BRONX"
"Matty's Exclusive Deli & Grocery Inc.","-73.804596","40.702126","14927 Jamaica Ave","","Jamaica","NY","11435","4037","QUEENS"
"Prime Essentials/Rx","-74.004265","40.716702","345 Broadway","","New York","NY","10013","3904","NEW YORK"
"Sea House","-73.949554","40.679169","541 Nostrand Ave","","Brooklyn","NY","11216","2804","KINGS"
"Warburton Deli Grocery","-73.898026","40.940063","150 Warburton Ave","","Yonkers","NY","10701","7024","WESTCHESTER"
"J&T Supermarket, Inc.","-73.762138","40.69022","11731 Farmers Blvd","","Saint Albans","NY","11412","4053","QUEENS"
"Green Village Meat Farm Corp","-73.919533","40.662457","229 Tapscott St","","Brooklyn","NY","11212","3906","KINGS"
"Drug Mart Corp","-73.858894","40.833458","1959 Westchester Ave","","Bronx","NY","10462","4505","BRONX"
"Nice N Natural","-73.605164","40.745071","351 Old Country Road","","Carle Place","NY","11514","","NASSAU"
"Far Rockaway Grocery And Deli Corp","-73.754395","40.60503","2152 Mott Ave","","Far Rockaway","NY","11691","3214","QUEENS"
"Shalom Food Market Inc","-73.926849","40.619225","2155 Utica Ave","","Brooklyn","NY","11234","3827","KINGS"
"Vs Bagel Corp N/A","-74.023865","40.633873","6930 4th Ave","","Brooklyn","NY","11209","1502","KINGS"
"Healthsource Pharmacy","-73.963867","40.756901","1000 1st Ave","","New York","NY","10022","4105","NEW YORK"
"99cents Empire","-73.575729","40.646606","393 S Main St","","Freeport","NY","11520","5114","NASSAU"
"Persaud West Indian Grocery","-73.810387","40.702106","14429 Jamaica Ave","","Jamaica","NY","11435","3623","QUEENS"
"Lucky's Deli & Grocery Corp","-73.828941","40.90823","172 E 3rd St","","Mount Vernon","NY","10550","3609","WESTCHESTER"
"New 777 Mini Market Corp.","-73.998909","40.645679","4123 8th Ave","","Brooklyn","NY","11232","3905","KINGS"
"Balance Life Inc 01","-73.99144","40.663261","624 5th Ave","Ste A","Brooklyn","NY","11215","8432","KINGS"
"23rd St General Market & Deli Corp","-73.996651","40.661667","713 4th Ave","","Brooklyn","NY","11232","1239","KINGS"
"Md Shahid Ullah Mazumder - GC","-73.913155","40.819912","3030 3rd Ave","","Bronx","NY","10455","1201","BRONX"
"Kehilla Butcher Store Corp","-73.994598","40.636578","1183 49th St","","Brooklyn","NY","11219","3001","KINGS"
"Golden Bun Bakery Inc.","-73.994049","40.602028","2180 86th St","","Brooklyn","NY","11214","3213","KINGS"
"Seafish Market","-73.759903","40.720783","20502 Hillside Ave","","Hollis","NY","11423","2218","QUEENS"
"560 WEST MEAT & PRODUCE CORP","-73.957832","40.815067","560 W 125th St","","New York","NY","10027","3407","NEW YORK"
"El Kiosko Deli","-77.63887","43.187477","1168 Dewey Ave","","Rochester","NY","14613","1321","MONROE"
"Dicallagua Deli Grocery Corp.","-73.866837","40.757538","10115 Northern Blvd","","Corona","NY","11368","1140","QUEENS"
"BHAGDATT'S SPICES & SAREE CTR LTD","-73.902817","40.853729","2081 Grand Concourse","","Bronx","NY","10453","3822","BRONX"
"Sulii Food Corp","-73.90741","40.671898","301 Mother Gaston Blvd","","Brooklyn","NY","11212","7953","KINGS"
"368 Sunny Deli Corp","-73.893883","40.860142","368 E 188th St","","Bronx","NY","10458","5549","BRONX"
"Al-Habib Grocery & Halal Meat","-73.826309","40.751892","4311 Main St","","Flushing","NY","11355","4743","QUEENS"
"187st Fish Market And Seafood","-73.884727","40.854176","684 E 187th St","","Bronx","NY","10458","6802","BRONX"
"Mytown Marketplace","-73.965698","41.366138","198 Main St","","Highland Falls","NY","10928","1600","ORANGE"
"Food Stop","-73.95005","40.803097","115-117 Ludlow Street","","New York","NY","10002","3265","NEW YORK"
"New Level Deli Grocery","-73.956985","40.687595","336 Franklin Ave","","Brooklyn","NY","11238","1403","KINGS"
"Fruteria Universal Huitzil Cholula Corp","-73.898918","40.821308","924 Rev James A Polite Ave","","Bronx","NY","10459","4188","BRONX"
"Sonny's 10th Avenue Meat Market","-73.991035","40.765671","758 10th Ave","","New York","NY","10019","5022","NEW YORK"
"E & P Deli & Grocery Inc","-73.70961","40.657715","126 Mill Rd","","Valley Stream","NY","11581","2523","NASSAU"
"Main Street Farm","-74.827805","41.900776","49 Main St","","Livingston Manor","NY","12758","5145","SULLIVAN"
"Alexa Deli & Grocery","-73.579361","40.660355","129 Broadway","","Freeport","NY","11520","2822","NASSAU"
"Michael John's Mini Market & Deli LLC - 2","-77.795166","42.155979","41 Main St","","Andover","NY","14806","9998","ALLEGANY"
"Cafe York","-73.952812","40.768082","1384 York Ave","","New York","NY","10021","3405","NEW YORK"
"Northeastern Adventist Book Center","-73.776833","40.68845","115-50 Merrick Blvd","","Jamaica","NY","11434","1852","QUEENS"
"A & H 99 Discount and Deli Corp","-73.895813","40.855854","2264 Webster Ave","","Bronx","NY","10457","1302","BRONX"
"Albaagari Deli Grocery Store","-73.911072","40.673962","231 Rockaway Ave","","Brooklyn","NY","11233","4239","KINGS"
"Health Paradise Inc","-73.821884","40.753212","4437 Kissena Blvd","","Flushing","NY","11355","3055","QUEENS"
"Grace Tree Fruit Corp","-73.90139","40.702312","415 Woodward Ave","","Ridgewood","NY","11385","","QUEENS"
"MEGHNA FOOD PRODUCTS INC","-73.891739","40.748901","7418 37th Ave","","Jackson Heights","NY","11372","6340","QUEENS"
"Super Pumper D Inc","-73.974007","41.518818","1314 Route 9D","","Beacon","NY","12508","1479","DUTCHESS"
"Isaac Grocery Inc","-73.753532","40.700336","20101 Murdock Ave","","Saint Albans","NY","11412","2540","QUEENS"
"Juan S Ramos-dba- Quetzal Deli & Grocery","-73.896431","40.816509","1023A Longwood Ave","","Bronx","NY","10459","5105","BRONX"
"Bengal Pharmacy Inc","-73.802383","40.707088","8781 Parsons Blvd","","Jamaica","NY","11432","3839","QUEENS"
"Los Hermanos Grocery And Deli Corp","-73.899078","40.668774","534 Sutter Ave","","Brooklyn","NY","11207","3929","KINGS"
"Ckim's Fruit & Vegi","-73.89579","40.866856","75 E Kingsbridge Rd","","Bronx","NY","10468","7503","BRONX"
"Myg Deli & Grocery Corp","-73.891777","40.933937","107 Elm St","","Yonkers","NY","10701","3911","WESTCHESTER"
"Guzman Grocery","-77.599472","43.184856","1067 Hudson Ave","","Rochester","NY","14621","3546","MONROE"
"Dollar Joint LLC DBA 99 Cents Discount","-73.866508","40.820847","1746 Lafayette Ave","","Bronx","NY","10473","4120","BRONX"
